Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
2.00512E+12,1,9,0,9,0,8,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,8,0,0,0,0,4,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,7,0,8,0,0,1,10,1,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,16,0,8,0,0,0,10,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,8,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,8,0,0,0,0,4,1,15,2,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,3,0,0,0,0,0,0,2,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,1,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,2,0,18,0,8,0,0,0,0,4,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,1,0,0,6,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,8,0,0,0,0,4,1,15,2,3,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,7,0,1,0,0,0,0,2,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,7,0,1,0,0,0,0,1,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,1,0,1,9,0,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,21,0,9,0,8,0,0,0,0,1,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,2,0,18,0,8,0,0,7,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,5,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,5,0,0,0,0,2,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,8,0,1,0,0,0,0,2,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,1,1,0,0,0,1,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,4,21,1,16,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,1,0,0,0,0,2,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,5,0,18,0,5,0,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,5,0,0,0,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,-1,0,3,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,0,0,0,1,0,3,1,15,2,5,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,13,0,-1,5,0,7,4,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,1,0,0,0,0,1,1,15,2,5,-1,-1,-1,-1,-1
2.00512E+12,2,2,0,18,0,1,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,1,1,1,1,15,2,11,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,0,0,0,0,0,2,1,15,2,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,1,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,7,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,7,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,3,19,0,18,0,0,1,0,7,0,0,1,15,1,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,8,0,0,0,0,3,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,8,0,0,0,0,1,1,15,1,3,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,0,0,0,0,0,0,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,11,0,18,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,8,0,0,0,0,1,1,15,2,5,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,9,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,16,0,1,0,4,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,0,0,0,0,0,1,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,9,0,0,0,0,0,0,2,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,0,1,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,1,9,1,1,15,1,10,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,13,0,0,0,0,0,0,1,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,18,0,0,0,0,0,0,0,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,7,0,6,0,0,0,0,0,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,3,0,3,0,1,0,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,16,0,8,1,11,0,0,1,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,17,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,5,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,4,0,0,0,0,2,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,0,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,0,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,18,0,0,0,0,0,0,0,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,11,0,8,1,0,7,1,3,1,15,2,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,17,0,8,0,0,0,0,4,1,15,2,8,-1,-1,-1,-1,-1
2.00512E+12,1,21,1,18,0,0,0,0,0,0,3,1,15,1,-1,-1,-1,-1,-1,-1
2.00512E+12,2,21,1,18,0,0,0,0,0,0,3,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,3,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,8,0,18,0,0,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,18,0,0,0,0,0,0,0,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,2,0,0,0,0,3,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,0,0,0,0,0,0,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,3,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,3,1,0,18,0,3,0,0,0,0,0,1,2,1,4,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,18,0,1,0,0,0,0,3,1,1,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,0,0,0,0,0,2,1,2,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,1,0,5,6,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,8,0,0,0,0,4,1,2,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,4,0,1,0,0,0,0,1,1,1,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,11,0,11,0,1,0,0,0,0,3,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,0,1,11,1,10,1,1,15,1,4,-1,-1,-1,10,3
2.00512E+12,1,90,0,18,0,2,0,0,0,0,1,1,2,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,8,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,9,0,6,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,1,1,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,4,0,1,0,0,0,0,2,2,1,1,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,5,0,1,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,4,0,1,0,0,0,0,2,1,15,2,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,1,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,2,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,8,0,18,0,2,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,13,0,8,0,0,0,0,0,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,13,0,0,2,0,7,10,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,8,0,18,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,1,0,0,0,0,0,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,1,0,0,0,0,1,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,1,0,0,0,0,1,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,3,0,1,0,0,1,10,4,1,1,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,8,0,0,0,0,0,1,1,2,-1,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,8,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,0,1,0,1,9,4,1,2,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,3,0,8,1,0,0,0,1,1,15,1,10,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,2,0,2,0,0,0,0,2,1,2,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,4,1,0,0,0,1,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,4,0,0,0,0,0,1,2,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,3,0,0,0,0,2,1,15,2,11,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,18,0,0,0,0,0,0,0,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,1,11,0,18,0,0,0,0,0,0,1,1,1,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,10,0,3,0,0,0,0,0,0,2,1,2,2,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,8,0,1,0,0,0,0,1,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,4,0,1,0,0,0,0,1,1,2,2,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,14,0,0,0,0,0,0,1,1,15,2,8,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,13,0,8,0,0,0,0,3,1,1,1,5,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,1,1,0,1,10,1,1,15,1,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,4,0,8,0,0,0,0,1,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,8,0,0,0,0,2,1,15,1,10,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,7,0,1,1,0,0,0,3,1,15,1,4,-1,-1,-1,10,2
2.00512E+12,1,90,0,3,0,0,0,0,0,0,4,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,15,0,0,1,0,0,0,1,1,1,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,9,8,0,0,0,0,4,1,4,2,3,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,16,0,0,2,0,2,0,1,1,15,2,5,-1,-1,-1,-1,-1
2.00512E+12,2,11,1,2,0,0,0,0,0,0,0,1,1,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,1,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,-1,0,0,0,0,0,0,0,-1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,18,0,0,0,0,0,0,1,1,15,1,3,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,1,0,0,0,4,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,1,2,0,9,0,4,0,0,0,0,4,1,15,2,11,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,7,0,4,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,21,1,18,0,1,1,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,10,0,1,0,0,7,10,2,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,0,1,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,1,0,0,0,0,1,1,15,1,3,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,4,0,0,0,0,0,0,4,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,2,1,10,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,5,0,0,0,0,0,1,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,2,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,2,0,0,0,0,1,1,15,2,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,8,0,0,0,0,0,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,16,0,8,2,0,1,10,4,1,2,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,19,0,4,0,1,0,0,1,0,2,1,1,1,5,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,3,0,1,0,0,0,0,2,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,4,9,0,3,0,1,0,0,0,0,3,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,6,9,0,10,0,1,0,0,0,0,0,1,15,2,9,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,0,0,0,0,0,3,1,15,1,2,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,4,1,0,0,0,0,1,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,2,0,1,0,0,0,0,2,1,15,2,9,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,18,0,1,0,0,0,0,1,1,1,1,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,4,3,0,0,0,0,0,0,0,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,3,0,0,0,0,0,0,0,1,15,2,8,-1,-1,-1,-1,-1
2.00512E+12,1,11,0,5,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,2,0,0,0,0,0,0,1,1,2,1,5,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,2,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,17,4,18,0,0,0,0,0,0,0,1,1,1,10,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,0,0,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,4,0,1,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,4,0,0,0,0,2,1,2,2,8,-1,-1,-1,9,3
2.00512E+12,2,1,0,18,0,4,0,0,0,0,1,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,5,4,0,0,0,0,0,3,1,15,2,8,-1,-1,-1,-1,-1
2.00512E+12,2,5,0,18,0,8,2,0,0,0,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,21,0,18,0,0,0,0,0,0,2,1,1,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,90,0,12,0,1,0,0,0,0,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,16,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,3,1,15,2,5,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,15,4,0,0,4,0,0,1,1,2,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,9,4,0,0,0,0,0,3,1,1,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,18,0,0,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,5,0,0,0,11,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,5,0,0,0,11,0,0,4,1,2,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,4,0,2,0,0,0,0,4,1,1,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,0,1,0,2,0,0,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,3,0,4,0,0,0,0,2,1,15,2,7,-1,-1,-1,1,2
2.00512E+12,2,9,0,18,0,4,0,0,0,0,1,1,15,1,7,-1,-1,-1,1,1
2.00512E+12,1,9,0,2,9,6,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,9,1,0,4,0,0,1,1,15,2,3,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,3,0,0,0,0,0,0,1,1,2,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,0,0,0,0,0,2,1,2,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,2,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,4,2,0,0,0,0,2,1,4,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,-1,0,8,0,0,0,0,3,1,15,3,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,1,0,0,0,0,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,1,0,0,0,0,4,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,2,0,1,9,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,0,0,0,0,0,0,1,4,1,3,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,18,0,8,0,0,0,0,0,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,9,0,1,0,0,0,0,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,0,0,0,0,0,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,1,1,4,0,0,1,1,1,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,90,4,2,8,2,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,1,0,0,0,0,3,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,5,0,13,0,1,0,0,0,0,4,1,2,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,7,4,8,0,0,0,0,1,1,3,2,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,4,8,0,0,0,0,4,1,2,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,0,0,0,7,4,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,2,0,14,0,0,0,0,0,0,3,1,2,1,4,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,3,0,2,0,0,0,0,1,1,2,1,8,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,2,5,0,0,11,0,0,3,1,1,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,5,0,1,8,7,0,1,1,2,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,5,0,1,9,4,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,17,0,1,0,0,0,0,1,1,15,1,11,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,17,0,1,0,0,0,0,3,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,20,0,13,0,0,0,0,0,0,0,1,1,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,13,0,0,1,0,7,4,3,1,2,2,7,-1,-1,-1,-1,-1
2.00512E+12,3,1,0,18,0,0,0,0,0,0,0,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,4,0,0,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,1,0,0,0,4,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,2,0,0,0,0,0,0,3,1,15,2,7,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,18,0,1,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,9,0,1,0,0,0,0,3,1,1,1,7,-1,-1,-1,8,1
2.00512E+12,2,4,0,18,0,1,0,0,0,0,1,1,2,1,5,-1,-1,-1,10,2
2.00512E+12,2,1,0,18,0,1,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,2,0,18,0,3,0,4,0,0,2,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,2,0,1,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1
2.00512E+12,3,9,0,18,0,8,1,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,18,0,1,0,0,0,0,1,1,15,1,3,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,9,0,6,0,0,0,0,1,1,15,2,3,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,17,0,0,0,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,9,0,8,0,0,7,0,1,1,2,1,5,-1,-1,-1,-1,-1
2.00512E+12,1,4,0,3,2,1,0,0,0,0,0,1,2,1,-1,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,2,1,0,0,0,0,0,1,4,1,2,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,5,0,8,0,0,0,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,4,0,8,0,0,0,0,2,1,15,1,10,-1,-1,-1,10,2
2.00512E+12,1,9,0,17,0,6,0,0,0,0,1,1,15,1,5,-1,-1,-1,8,3
2.00512E+12,2,9,0,8,0,6,0,0,0,0,4,1,15,1,7,-1,-1,-1,10,2
2.00512E+12,1,2,0,4,0,0,1,0,0,0,0,1,15,2,4,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,5,0,4,0,0,0,0,1,1,2,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,5,0,3,0,4,0,0,0,0,2,1,15,1,6,-1,-1,-1,-1,-1
2.00512E+12,1,8,0,-1,0,0,0,0,0,0,1,1,1,1,7,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,-1,0,0,0,0,0,0,4,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,2,1,15,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,11,0,18,0,1,0,0,0,0,1,1,1,1,8,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,8,1,0,0,0,1,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,18,0,1,0,0,1,10,1,1,15,1,5,-1,-1,-1,10,2
2.00512E+12,3,9,0,2,0,1,0,0,0,0,3,1,15,1,5,-1,-1,-1,10,1
2.00512E+12,1,9,0,18,0,0,0,0,0,0,1,1,15,1,10,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,0,0,0,0,0,2,1,15,1,2,-1,-1,-1,-1,-1
2.00512E+12,1,4,0,18,0,1,1,0,7,0,1,1,2,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,9,0,5,0,0,7,0,3,1,1,1,9,-1,-1,-1,-1,-1
2.00512E+12,2,9,0,3,0,1,0,0,0,0,2,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,11,0,18,7,2,0,0,0,0,1,1,1,1,8,-1,-1,-1,2,1
2.00512E+12,2,1,0,15,0,0,0,0,1,0,1,1,4,1,3,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,0,0,0,0,0,3,1,15,1,5,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,9,4,8,0,0,0,0,1,1,2,2,8,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,0,1,0,8,0,0,1,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,1,9,0,18,0,0,1,0,0,0,1,1,15,1,4,-1,-1,-1,-1,-1
2.00512E+12,2,90,0,18,0,0,0,0,0,0,3,1,15,2,11,-1,-1,-1,-1,-1
2.00512E+12,2,1,0,18,5,1,0,0,0,0,3,1,15,1,9,-1,-1,-1,-1,-1
2.00512E+12,1,8,0,18,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1
2.00512E+12,4,9,0,18,0,0,5,7,0,10,3,1,15,1,7,-1,-1,-1,-1,-1
2.00512E+12,5,9,0,4,0,0,0,0,1,0,3,1,2,2,6,-1,-1,-1,-1,-1
2.00512E+12,1,1,0,9,0,1,0,0,0,0,1,1,15,2,6,-1,-1,-1,-1,-1
